"","Checking or savings account","Credit card or prepaid card","Credit reporting, credit repair services, or other personal consumer reports","Debt collection","Money transfer, virtual currency, or money service","Mortgage","Payday loan, title loan, or personal loan","Student loan","Vehicle loan or lease"
"gospel",0,0,5,0,0,0,0,0,0
"gossip",0,0,0,0,0,1,0,0,0
"got",8,9,19,10,2,9,5,2,5
"gota",0,0,0,0,0,1,0,0,0
"gotcha",0,4,3,0,1,1,0,0,0
"goten",0,0,1,0,0,0,0,0,0
"gotnhome",0,1,0,0,0,0,0,0,0
"goto",0,2,1,1,0,0,0,0,0
"gotogateusus",0,1,0,0,0,0,0,0,0
"gotten",1,4,7,6,3,4,1,1,1
"gotting",0,0,3,0,0,0,0,0,0
"gotton",1,0,1,0,0,0,0,0,0
"gouge",4,19,3,10,1,15,3,4,2
"gouger",0,1,0,0,0,0,0,0,0
"gouging",1,4,0,3,1,1,0,1,1
"gould",0,0,0,1,0,0,0,0,0
"gournds",0,1,0,0,0,0,0,0,0
"gouverneur",0,0,0,0,0,1,0,0,0
"gov",33,98,1250,243,25,69,18,86,10
"govdelivery",0,0,0,0,0,0,1,0,0
"gove",1,0,3,0,0,0,0,0,0
"govement",1,0,0,0,0,0,0,0,0
"govenment",1,0,0,0,0,0,0,0,0
"govenor",0,0,2,0,0,0,0,0,0
"govenors",1,0,0,0,0,0,0,0,0
"govering",0,0,0,0,0,0,0,0,1
"goverment",3,8,7,5,1,7,0,0,2
"govermental",0,1,0,0,0,0,0,0,0
"govern",16,16,137,49,1,35,9,5,10
"governance",1,2,1,0,0,2,0,0,0
"governed",0,0,1,0,0,0,0,0,0
"governer",0,0,0,0,0,1,0,0,0
"governing",1,1,1,1,0,1,1,0,0
"government",244,399,725,253,89,482,69,211,58
"governmentagencies",0,0,0,0,0,0,0,1,0
"governmental",9,9,10,39,7,5,2,1,1
"governmentstay",0,1,0,0,0,0,0,0,0
"governmetn",0,0,0,0,0,0,0,1,0
"governor",19,31,45,40,1,78,7,4,40
"governs",1,0,0,0,0,1,0,0,0
"govinfo",0,1,0,0,0,0,0,0,0
"govment",1,0,0,0,0,0,0,0,0
"govn",0,0,0,1,0,0,0,0,0
"govt",9,23,19,6,0,17,0,14,5
"govts",0,0,0,0,0,1,0,0,0
"govxxxx",0,0,5,3,0,1,1,1,0
"govxxxxxxxx",0,0,1,0,0,0,0,0,0
"gown",0,3,0,0,0,0,0,1,0
"goy",0,1,0,0,0,0,0,0,0
"gpa",0,0,1,1,0,0,0,2,0
"gpay",0,0,0,0,1,0,0,0,0
"gpb",0,0,0,0,2,0,0,0,0
"gpbxxxx",0,0,0,0,4,0,0,0,0
"gpin",0,0,0,0,1,1,0,0,0
"gping",1,0,0,0,0,0,0,0,0
"gpremo",0,0,0,0,0,1,0,0,0
"gps",0,5,0,3,0,1,0,0,11
"gra",0,0,1,0,0,0,0,0,0
"graandchildren",0,0,0,1,0,0,0,0,0
"grab",8,15,13,4,4,11,3,2,6
"grabber",0,0,1,0,0,0,0,0,0
"grace",34,81,189,95,3,153,39,66,54
"gracious",1,3,3,1,0,3,0,0,3
"graciously",0,4,5,2,1,7,0,0,2
"grad",1,4,4,3,0,1,0,7,1
"grade",4,6,22,15,4,10,0,15,0
"grader",0,0,0,1,0,1,0,0,0
"grading",0,1,0,0,0,1,0,0,0
"gradplus",0,0,1,0,0,0,0,3,0
"gradual",0,1,1,0,0,2,0,1,0
"gradually",0,5,5,2,2,0,0,2,0
"graduate",14,21,156,52,5,4,0,262,1
"graduated",0,0,4,0,0,0,0,35,0
"graduating",1,0,0,0,0,1,0,2,0
"graduation",4,12,49,7,0,0,0,102,0
"graduted",1,0,0,0,0,0,0,0,0
"graet",1,0,0,0,0,0,0,0,0
"graf",0,0,0,1,0,0,0,0,0
"graffiti",0,0,0,1,0,0,0,0,0
"gragil",0,0,0,4,0,0,0,0,0
"graham",1,0,1,0,0,0,0,0,0
"grail",0,0,0,1,0,0,0,0,0
"grain",1,1,0,1,1,7,1,0,0
"grainy",0,1,0,2,0,0,0,0,1
"gram",0,2,7,0,100,2,1,0,2
"gramm",0,5,30,3,0,1,0,1,3
"grammar",1,0,0,4,1,3,2,0,0
"grammarly",0,0,0,0,1,0,0,0,0
"grammatical",0,4,0,2,0,0,0,0,0
"grammatically",0,0,0,0,0,1,0,0,0
"grammleachbliley",0,0,0,2,0,0,0,0,0
"gran",0,0,1,1,0,0,0,0,0
"granchildrenfor",0,0,0,1,0,0,0,0,0
"grand",21,31,25,33,10,10,2,6,13
"grandaughter",0,1,0,0,1,0,1,2,0
"grandbabies",0,0,0,1,0,0,0,0,0
"grandbaby",0,0,0,1,0,0,0,0,0
"grandchild",4,5,3,6,1,7,1,1,2
"grandchildrens",0,0,0,0,0,0,0,1,0
"granddaughter",10,8,6,5,6,3,0,9,5
"grandfather",12,4,4,7,3,8,1,2,0
"grandfathered",4,4,3,1,1,2,0,4,1
"grandfathering",0,0,0,0,0,0,0,1,0
"grandkids",0,1,0,3,3,0,0,0,0
"grandlinroad",0,1,0,0,0,0,0,0,0
"grandma",10,11,4,10,3,2,0,2,2
"grandmaw",1,0,0,0,0,0,0,0,0
"grandmother",17,24,33,44,2,23,8,11,4
"grandmum",0,0,0,0,0,0,0,0,4
"grandpa",2,0,0,2,1,4,0,0,0
"grandparent",5,4,5,4,0,3,0,10,1
"grandson",18,10,5,10,6,7,2,0,2
"grandview",0,0,1,0,0,0,0,0,1
"granish",0,1,0,0,0,0,0,0,0
"granite",0,2,3,1,0,3,0,7,1
"granola",0,1,0,0,0,0,0,0,0
"grant",132,171,569,271,64,399,40,98,73
"granted",3,2,1,0,0,2,0,1,0
"grantee",0,0,4,0,0,4,0,0,0
"granter",0,1,8,0,0,0,0,0,0
"granting",0,0,1,4,2,1,0,0,0
"grantor",1,32,263,36,2,13,1,4,18
"granular",0,1,0,0,0,0,0,0,0
"granuleid",0,1,0,0,0,0,0,0,0
"grapevine",0,0,0,0,0,0,0,0,1
"graph",0,0,12,2,0,0,0,0,0
"graphic",2,10,0,2,1,1,1,4,0
"graphology",0,1,0,0,0,0,0,0,0
"grasp",6,5,9,2,1,6,0,3,0
"grass",0,5,0,1,0,2,0,0,0
"grat",0,1,0,0,0,0,0,0,0
"grata",0,2,0,0,0,0,0,0,0
"grate",0,0,1,2,0,0,0,0,0
"grateful",17,21,24,15,3,20,4,12,6
"gratefully",1,1,1,0,0,0,0,0,0
"gratefulness",0,0,0,1,0,0,0,0,0
"grately",0,0,0,0,0,1,0,0,0
"grater",0,0,1,0,0,0,0,0,0
"gratification",0,0,0,0,0,0,0,1,0
"gratis",1,0,0,0,0,0,0,0,0
"gratitude",0,3,10,1,0,0,0,0,0
"gratuitous",1,1,0,0,0,0,1,1,0
"gratuitously",0,0,0,0,0,1,0,0,0
"gratuity",0,4,0,0,0,0,0,0,0
"grave",7,11,145,24,3,18,3,2,1
"gravel",0,0,5,0,0,0,0,0,0
"gravely",2,0,16,1,0,4,0,1,1
"gravest",0,0,0,0,1,0,0,0,0
"gravestone",0,1,0,0,0,0,0,0,0
"graveyard",0,1,0,1,0,1,0,0,0
"gravity",0,1,0,0,1,1,0,1,2
"gray",4,10,7,3,3,2,1,1,0
"grc",0,0,0,12,0,0,0,0,0
"grdhfgjfgjfhkhk",0,1,0,0,0,0,0,0,0
"gre",0,0,0,0,1,0,0,0,0
"greaf",0,0,1,0,0,0,0,0,0
"grease",0,0,0,1,0,0,0,0,1
"great",183,372,1418,265,63,404,50,235,89
"greatcome",0,0,0,0,0,1,0,0,0
"greatdeal",0,0,0,0,1,0,0,0,0
"greately",0,0,0,1,0,0,0,0,0
"greatful",0,1,0,0,0,0,0,0,0
"greatly",48,329,382,112,19,144,43,110,100
"gree",0,0,0,0,0,1,0,0,0
"greed",9,11,23,24,2,18,3,5,5
"greedily",0,0,0,0,0,1,0,0,0
"greediness",0,0,0,2,0,1,0,3,0
"greedy",10,21,8,20,3,21,3,5,5
"greek",0,2,0,0,0,0,0,0,0
"green",16,43,68,18,14,63,11,4,4
"greendot",0,0,0,0,1,0,0,0,0
"greene",0,0,0,0,0,0,0,1,0
"greenery",0,0,0,0,0,1,0,0,0
"greenhouse",0,1,0,0,0,0,0,0,0
"greenish",0,2,1,0,0,0,0,0,0
"greenlight",0,0,0,0,1,0,0,0,3
"greenlighting",0,0,0,0,0,0,0,1,0
"greenline",0,1,0,0,0,0,0,0,0
"greenman",0,0,0,0,0,2,0,0,0
"greensky",0,30,36,16,0,0,87,0,0
"greenskycredit",0,0,0,0,0,0,1,0,0
"greenskys",0,0,1,0,0,0,0,0,0
"greensquare",0,0,0,1,0,0,0,0,0
"greenstatu",0,0,1,0,0,0,0,0,0
"greenstatus",0,28,86,0,0,0,0,0,0
"greentree",0,0,12,2,0,12,0,0,0
"greet",12,10,10,11,7,8,3,3,6
"greeter",1,0,0,0,0,0,2,0,0
"greeting",13,13,33,13,4,12,4,2,2
"greg",0,1,0,0,0,0,0,0,0
"gregory",0,0,0,3,0,43,0,0,0
"gregs",0,1,0,0,0,0,0,0,0
"grenade",0,0,2,0,0,1,0,0,0
"gresolve",0,0,0,0,1,0,0,0,0
"grest",0,0,0,0,1,0,0,0,0
"grevances",0,0,0,0,0,1,0,0,0
"grey",0,8,8,3,0,2,0,0,2
"greyscale",1,0,0,0,0,0,0,0,0
"greystone",0,0,0,4,0,0,0,0,0
"grg",0,0,0,1,0,0,0,0,0
"gri",0,0,0,0,0,21,0,0,0
"grid",0,1,8,8,1,2,1,0,0
"grief",7,8,32,13,4,23,2,1,5
"grievance",11,26,26,17,5,22,3,3,2
"grieve",3,1,1,7,1,0,0,0,0
"grievences",0,0,1,0,0,0,0,0,0
"grieving",0,0,1,0,0,0,0,0,0
"grievous",0,1,1,2,0,3,0,0,0
"grievously",0,0,0,1,0,0,0,0,0
"grift",2,0,1,0,0,0,0,0,0
"grill",5,0,4,1,2,0,0,0,2
"grille",0,1,0,0,0,0,0,0,0
"grilled",0,0,0,0,0,0,0,0,1
"grilling",0,0,1,0,0,0,0,0,0
"grim",0,0,0,0,0,1,0,0,0
"grime",0,0,1,2,0,1,0,0,0
"grin",0,1,0,0,0,1,0,0,0
"grind",0,3,4,1,0,1,0,0,1
"grinding",0,0,0,0,0,1,0,0,0
"grindy",0,0,0,0,0,0,1,0,0
"grinning",1,0,0,0,0,0,0,0,0
"grip",2,1,2,2,1,1,0,2,0
"gripe",1,5,0,0,0,1,0,0,0
"griselda",0,0,0,0,0,1,0,0,0
"gritty",0,0,1,0,0,1,1,0,0
"grma",0,0,0,0,0,1,0,0,0
"grnadparents",0,0,0,0,0,1,0,0,0
"grocer",1,1,0,0,0,0,0,0,0
"grocery",105,145,43,18,11,12,5,2,7
"grogan",0,0,0,1,0,0,0,0,0
"grom",0,1,0,0,0,0,0,0,0
"grommet",0,1,0,0,0,0,0,0,1
"groom",0,0,0,0,0,1,0,0,1
"groove",0,1,0,0,0,0,0,0,0
"gropup",0,0,0,0,1,0,0,0,0
"gross",24,25,87,44,17,99,13,36,12
"grossely",0,0,0,1,0,0,0,0,0
"grossly",8,34,45,25,2,31,3,8,8
"grotesque",0,1,0,0,0,0,0,0,0
"grotesquely",1,0,0,0,0,1,0,0,0
"grou",0,0,1,3,0,0,0,0,0
"ground",23,64,340,67,13,45,4,5,10
"groundbreaking",1,0,0,0,0,0,0,0,0
"grounded",0,0,0,0,0,1,0,0,0
"grounding",0,0,0,2,0,1,0,0,0
"groundless",0,1,0,1,0,0,0,0,0
"groundwater",0,0,0,2,0,0,0,0,0
"grouo",0,0,0,0,0,1,0,0,0
"group",68,132,228,623,49,188,15,84,32
"grouped",0,0,1,1,0,0,0,1,0
"grouping",1,0,2,0,0,0,0,0,0
"groupme",0,0,0,3,0,0,0,0,0
"groupon",0,4,0,0,0,0,0,0,0
"groupsplease",0,0,2,0,0,0,0,0,0
"groupxxxx",0,0,0,2,0,0,0,0,0
"grout",0,2,1,0,2,0,0,0,0
"grove",0,1,1,1,0,0,0,0,0
"groves",0,0,3,0,0,0,0,0,0
"grow",20,50,90,53,20,51,7,37,12
"growing",0,0,0,1,0,0,0,0,0
"grown",1,0,1,4,0,2,1,1,0
"grownup",0,0,0,1,0,0,0,0,0
"grows",0,1,0,0,0,1,0,1,0
"growth",9,3,9,8,1,4,2,0,1
"grp",0,0,3,1,0,0,0,1,0
"grrrrr",0,0,0,0,1,0,0,0,0
"grt",0,0,0,1,0,0,0,0,0
"grub",1,1,0,0,0,0,1,0,0
"grudge",0,2,0,1,0,1,0,0,0
"grudgingly",0,0,0,0,0,0,0,2,0
"gruel",0,0,0,0,0,1,0,0,0
"grueling",0,2,5,2,0,2,1,0,0
"gruffly",0,0,0,0,0,1,1,0,0
"gruity",0,1,0,0,0,0,0,0,0
"grvl",0,0,2,0,0,0,0,0,0
"gsamp",0,0,0,1,0,0,0,0,0
"gsb",0,0,8,5,0,0,0,0,0
"gse",0,0,0,1,0,9,0,0,0
"gsf",0,0,0,0,0,2,0,0,0
"gsi",0,0,1,0,0,0,0,0,0
"gsmr",0,0,8,0,0,0,0,1,0
"gsp",1,0,0,0,0,0,0,0,0
"gss",0,1,0,0,0,0,0,0,0
"gthe",0,0,0,0,0,0,0,0,1
"gtm",0,0,0,2,0,0,0,0,0
"guam",0,6,0,0,0,0,0,0,0
"guantor",0,0,0,1,0,0,0,0,0
"guantors",0,0,0,0,0,1,0,0,0
"guarantee",113,209,185,157,52,287,22,30,51
"guaranteed",7,11,22,5,1,69,1,1,1
"guaranteedrate",0,0,0,0,0,6,0,0,0
"guaranteeed",0,0,0,0,0,1,0,0,0
"guaranteerate",0,0,0,0,0,1,0,0,0
"guarantees",0,1,0,0,0,0,0,0,0
"guarantied",0,0,0,0,0,0,0,1,0
"guarantor",1,9,45,87,0,11,2,16,1
"guaranty",1,2,0,7,1,17,0,0,0
"guard",19,24,20,15,4,6,2,3,3
"guardanship",0,0,0,0,0,2,0,0,0
"guardian",15,6,12,9,1,17,0,8,0
"guardians",2,0,0,0,0,1,0,0,0
"guardianship",16,1,4,3,0,7,0,1,0
"guarding",0,0,2,0,0,0,0,0,0
"guardrail",0,1,0,0,0,0,0,0,0
"guarenteed",0,1,3,0,0,0,0,1,0
"guarnatee",0,0,0,0,0,1,0,0,0
"guarnateed",0,0,0,0,0,1,0,0,0
"guarnish",0,0,0,1,0,0,0,0,0
"guarrantee",0,0,1,0,0,0,0,0,0
"guckenberger",0,0,0,0,0,1,0,0,0
"gudrum",0,1,0,0,0,0,0,0,0
"guess",76,124,180,108,36,154,19,18,29
"guessing",0,0,0,0,0,1,0,0,0
"guesstimate",0,0,1,0,0,0,0,1,0
"guest",10,41,6,8,4,7,0,0,0
"guested",0,0,0,1,0,0,0,0,0
"guesting",1,0,0,0,0,0,0,0,0
"guestion",0,1,0,0,0,0,0,0,0
"guests",0,1,0,0,0,0,0,0,0
"guf",0,1,0,0,0,0,0,0,0
"guft",0,1,0,0,0,0,0,0,0
"gui",1,0,0,0,0,0,0,0,0
"guid",0,0,0,0,0,0,0,0,1
"guidalines",0,0,0,0,0,2,0,0,0
"guidance",33,49,112,55,9,106,12,28,13
"guide",12,61,72,71,13,46,5,8,8
"guidebook",0,0,0,0,0,1,0,0,0
"guided",0,0,0,0,0,1,0,0,0
"guideline",57,138,1282,313,26,390,28,27,20
"guidelinesthe",0,0,0,0,0,0,1,0,0
"guidelinses",0,1,0,0,0,0,0,0,0
"guidence",0,0,0,0,0,0,1,0,0
"guideslines",0,0,1,0,0,0,0,0,0
"guidlines",0,0,9,0,0,4,0,0,0
"guild",0,0,1,0,0,50,0,0,0
"guildeline",0,0,2,0,0,0,0,0,0
"guildelines",0,0,1,0,0,0,0,0,0
"guildlines",0,0,3,0,0,0,0,0,0
"guility",0,1,0,3,0,0,0,0,0
"guilt",4,4,17,7,2,2,1,3,2
"guilty",30,27,74,55,3,26,9,1,11
"guimond",0,0,1,0,0,0,0,0,0
"guise",8,8,13,8,4,7,1,2,2
"guitar",1,23,3,0,1,0,2,0,0
"guitarcenter",0,1,0,0,0,0,0,0,0
"guity",0,0,1,0,0,0,0,0,0
"gulations",0,0,1,0,0,0,0,0,0
"gulf",0,2,0,8,0,0,0,0,0
"gulfcstcol",0,0,0,2,0,0,0,0,0
"gulity",0,0,0,0,1,0,0,0,0
"gullible",0,0,0,2,1,0,0,1,0
"gullibly",0,0,0,1,0,0,0,0,0
"gum",0,3,2,2,0,1,0,0,1
"gun",4,5,6,2,0,5,0,3,0
"gunna",1,0,0,0,0,0,0,0,0
"gunpoint",1,0,0,0,1,0,0,0,1
"gunshot",0,1,0,0,0,0,0,0,0
"gunther",0,0,1,0,0,0,0,0,0
"gurantee",0,1,0,1,1,2,0,0,0
"guranteedrate",0,0,0,0,0,1,0,0,0
"gurantees",0,1,0,0,0,0,0,0,0
"gureentee",0,0,0,0,0,0,0,0,1
"gurenteed",0,1,0,0,0,0,0,0,0
"gurll",0,0,0,0,0,1,0,0,0
"gurney",1,0,0,0,0,0,0,0,0
"gurrantor",0,0,0,0,0,1,0,0,0
"gurstel",0,3,0,43,0,0,0,0,0
"gurstell",0,0,0,1,0,0,0,0,0
"guru",0,1,0,0,0,1,0,0,0
"gush",0,0,0,0,0,0,0,1,0
"gut",1,3,2,1,3,8,0,0,1
"gutless",1,1,0,0,0,0,0,0,0
"gutted",0,0,0,1,2,0,0,0,0
"gutter",0,12,0,2,0,8,0,0,0
"gutting",2,0,0,0,0,0,0,0,0
"guy",157,197,497,280,129,137,43,26,93
"guys",3,2,11,0,1,0,0,0,1
"gvalidation",0,0,3,1,0,0,0,0,0
"gve",0,0,0,0,0,1,0,0,0
"gwb",1,0,0,0,0,0,0,0,0
"gxxxx",0,2,1,0,0,0,0,0,0
"gym",25,66,14,87,3,0,1,0,3
"gymnastics",1,0,0,0,0,0,0,0,0
"gyms",0,0,0,1,0,0,0,0,0
"gyp",0,0,0,0,0,0,1,0,0
"gypsum",0,1,0,0,0,0,0,0,0
"haa",0,0,2,0,0,0,0,0,0
"haan",0,0,1,32,0,0,0,3,0
"haave",0,0,2,0,0,0,0,0,0
"hab",0,0,1,0,0,0,0,0,0
"habded",1,0,0,0,0,0,0,0,0
"habe",0,1,3,4,0,0,0,0,0
"habeas",0,0,0,1,0,0,0,0,0
"habilitation",0,0,0,0,0,0,0,1,0
"habit",22,35,26,7,2,15,3,2,5
"habitability",0,0,0,0,0,1,0,0,0
"habitable",0,1,4,1,0,4,0,0,0
"habitat",0,0,0,0,0,7,0,0,0
"habitated",0,0,3,0,0,0,0,0,0
"habitation",0,0,1,0,0,1,0,0,0
"habitual",2,2,9,2,0,1,0,0,0
"habitually",7,2,2,1,0,2,0,1,0
"hace",0,0,4,2,0,1,0,1,1
"hacerlo",0,1,0,0,0,0,0,0,0
"hack",205,200,227,61,188,15,9,4,4
"hackable",0,1,0,0,0,0,0,0,0
"hacked",10,5,2,0,11,1,0,0,0
"hacker",44,54,48,15,59,1,2,0,0
"hacking",8,11,4,1,7,1,0,0,0
"hada",0,0,3,0,0,1,0,0,0
"hade",1,0,2,0,0,0,0,0,0
"hadf",0,0,1,0,0,0,0,0,0
"hadis",0,0,0,0,0,0,0,0,1
"hadnone",0,0,1,0,0,0,0,0,0
"hadnot",0,0,0,0,0,1,0,0,0
"hads",0,0,1,0,0,1,0,0,0
"hadt",0,1,0,0,0,0,0,0,0
"hadto",0,0,0,0,0,0,0,0,1
"hadwitness",0,0,0,0,0,1,0,0,0
"hae",0,1,0,1,0,0,0,0,0
"haf",1,0,0,0,0,0,0,0,0
"haffty",0,0,0,0,0,1,0,0,0
"haft",1,0,2,0,0,0,0,0,0
"hagar",0,0,0,0,0,1,0,0,0
"hage",1,0,0,0,0,0,0,0,0
"haggle",1,0,1,2,0,0,0,0,1
"haggling",1,0,0,0,0,0,0,0,0
"hagle",0,0,0,0,0,0,0,0,1
"haha",0,2,0,1,0,1,0,0,0
"hahahahahahahahahahahahahhahaahahahahhahahahahahahahhahahaahhahahahahhahahah",0,0,0,0,1,0,0,0,0
"hail",0,2,1,0,0,14,0,0,6
"hailey",0,0,0,1,0,0,0,0,0
"hailstorm",0,0,0,0,0,2,0,0,0
"hainous",0,0,1,0,0,0,0,0,0
"hair",26,26,8,6,5,4,0,1,3
"haircolor",0,1,0,0,0,0,0,0,0
"haircut",0,5,0,0,0,0,0,0,0
"haired",0,3,0,0,0,1,0,0,0
"hairstylist",0,0,0,0,0,0,0,0,1
"hal",0,0,0,0,0,1,0,0,0
"halberstam",0,0,0,1,0,0,0,0,0
"hale",0,2,0,0,0,0,0,0,0
"half",182,350,353,216,89,420,45,95,107
"halftime",0,0,0,0,0,0,0,4,0
"halfway",3,6,10,3,2,7,2,1,5
"hall",2,0,1,3,1,9,0,0,0
"hallmark",1,0,0,1,0,6,0,0,0
"halloween",1,0,0,0,0,0,0,0,0
"hallway",0,1,8,4,0,2,0,0,0
"halr",0,0,0,1,0,0,0,0,0
"halstead",0,0,0,1,0,0,0,0,0
"halsted",0,0,0,16,0,0,0,0,0
"halt",11,11,54,18,11,34,2,14,9
"halting",0,0,0,0,0,0,0,1,0
"halve",0,1,0,0,1,0,0,0,0
"ham",0,0,0,1,0,0,0,1,0
"hama",0,0,3,0,0,2,0,0,0
"hamburger",1,0,0,0,0,0,0,0,0
"hamerhoff",0,0,0,2,0,0,0,0,0
"hamilton",0,0,1,0,0,5,0,0,0
"hammer",0,3,7,17,0,1,0,0,0
"hammerman",0,0,0,1,0,0,0,0,0
"hammock",1,0,0,0,5,0,0,0,0
"hamp",0,0,1,4,0,187,0,0,0
"hamper",4,0,3,5,0,7,1,1,0
"hampshire",1,0,2,5,0,8,0,1,0
"hampton",0,0,2,0,0,0,0,0,0
"hamster",0,0,0,0,0,3,0,0,0
"hamstring",0,0,0,0,0,1,0,0,0
"hana",0,1,0,0,0,0,0,0,0
"hancock",17,1,10,6,0,2,0,0,3
"hand",228,336,1264,450,85,327,49,41,90
"handaling",0,0,0,1,0,0,0,0,0
"handbag",0,4,0,0,5,0,0,0,0
"handbook",0,1,5,1,0,26,0,0,0
"handcuff",0,1,3,0,0,3,0,0,0
"handcuffed",0,0,1,0,0,0,0,0,0
"handed",0,0,1,0,0,1,0,0,0
"handedly",3,2,4,4,0,2,0,0,0
"handel",0,1,0,0,0,0,0,0,0
"handeled",0,1,0,1,0,0,0,0,0
"handeling",0,1,0,0,0,2,0,0,0
"handful",7,8,17,5,1,6,0,3,1
"handfull",1,0,0,0,0,0,0,0,0
"handgun",1,0,0,0,1,0,0,0,0
"handheld",0,0,0,2,1,0,0,0,1
"handicap",2,2,2,1,1,3,0,0,2
"handicapped",1,0,3,0,0,0,0,0,0
"handily",0,1,1,0,0,0,0,0,0
"handing",2,1,0,2,0,2,0,0,0
"handkerchief",0,0,0,0,2,0,0,0,0
"handle",385,655,850,568,155,703,70,112,142
"handled",1,0,4,0,0,0,0,0,0
"handlefile",0,1,0,0,0,0,0,0,0
"handler",1,3,4,2,0,7,0,1,0
"handles",0,0,0,1,0,0,0,0,0
"handling",34,44,92,20,12,62,9,11,12
"handmade",0,0,0,0,2,0,0,0,0
"handnotes",0,0,0,0,0,1,0,0,0
"handoff",0,0,2,1,0,2,0,0,0
"handout",3,2,1,3,0,1,0,2,1
"handover",0,0,0,0,0,1,0,0,0
"hands",0,1,0,0,0,0,0,0,0
"handset",0,1,3,1,0,0,0,0,0
"handsets",0,0,0,1,0,0,0,0,0
"handshake",0,0,0,0,1,0,0,1,0
"handsome",0,0,0,2,0,0,0,0,0
"handsomely",1,0,0,0,0,1,1,0,0
"handwrighting",0,0,1,0,0,0,0,0,0
"handwrite",2,4,4,1,0,3,0,2,2
"handwriting",23,4,141,4,0,1,2,2,0
"handwritten",4,9,55,17,0,10,2,1,2
"handwrote",1,1,0,0,0,0,0,0,0
"handy",1,0,0,3,0,3,0,2,0
"handyman",1,3,0,1,0,2,0,0,0
"hane",0,1,0,0,0,0,0,0,0
"hanfle",0,1,0,0,0,0,0,0,0
"hang",357,805,808,1195,130,465,114,56,155
"hanger",0,1,0,0,0,0,0,0,0
"hanges",0,0,0,2,0,0,0,0,0
"hanging",1,1,2,3,0,4,1,1,0
"hangoff",0,0,0,1,0,0,0,0,0
"hangout",1,0,0,3,0,2,0,0,0
"hangouts",0,0,0,0,0,0,1,0,0
"hanguos",0,0,0,0,0,1,0,0,0
"hangup",2,0,2,3,0,2,0,0,1
"hangups",0,0,0,3,0,1,0,0,0
"hanieous",0,1,0,0,0,0,0,0,0
"hanigng",0,0,0,0,0,0,0,0,1
"hank",0,0,1,0,0,1,0,0,0
"hanky",0,0,4,0,0,0,0,0,0
"hanley",0,0,0,4,0,0,0,0,0
"hann",0,0,1,0,0,0,0,0,0
"hanna",0,0,0,0,0,1,0,0,0
"hao",0,0,0,0,0,0,0,0,1
"hap",1,0,0,0,0,0,0,0,0
"hapened",0,0,2,0,0,0,0,0,0
"haphazard",2,1,0,0,0,3,0,0,0
"haphazardly",1,2,0,1,0,2,0,0,0
"hapless",0,0,0,0,0,1,0,0,0
"hapoened",0,1,0,0,0,0,0,0,0
"happaned",0,1,0,0,0,0,0,0,0
"happe",1,0,1,0,0,0,0,0,0
"happed",0,1,0,4,1,1,1,0,0
"happen",1518,2333,3433,1061,558,1715,238,312,381
"happend",6,9,2,3,2,3,5,2,2
"happene",1,1,0,0,0,0,0,0,0
"happened",2,1,1,2,1,2,0,0,0
"happenedso",1,0,0,0,0,0,0,0,0
"happeneing",1,1,0,0,0,0,0,0,0
"happenend",0,0,0,0,0,1,0,0,0
"happenening",0,0,0,1,0,0,0,0,0
"happening",11,9,11,5,1,7,2,0,0
"happens",3,4,10,2,1,10,1,0,3
"happensinpreview",1,0,0,0,0,0,0,0,0
"happenstance",0,0,0,1,0,0,0,0,0
"happensxxxx",1,0,0,0,0,0,0,0,0
"happily",9,14,10,12,3,7,0,0,3
"happiness",2,12,15,3,0,1,0,1,0
"happing",2,1,2,2,0,0,1,0,1
"happned",0,0,1,1,0,0,0,0,0
"happpening",0,0,0,0,0,1,0,0,0
"happy",101,210,358,182,69,149,30,29,39
"hapter",0,0,3,0,0,0,0,0,0
"har",0,1,5,1,0,0,0,0,0
"harangue",0,1,0,0,0,0,0,1,0
"harasing",0,0,0,2,0,0,0,0,0
"harasment",0,1,0,4,0,1,0,0,0
"harass",49,166,290,1628,24,194,149,114,149
"harassaed",0,0,0,1,0,0,0,0,0
"harassaing",0,0,0,1,0,0,0,0,0
"harassed",0,1,2,9,0,0,1,0,0
"harassement",0,1,0,0,0,0,0,0,0
"harasser",0,0,0,7,1,1,0,0,0
"harassers",0,0,0,0,0,0,0,0,1
"harasses",0,0,0,6,0,0,1,0,0
"harassin",0,0,0,1,0,0,0,0,0
"harassing",0,6,13,82,2,12,8,10,7
"harassingly",0,0,0,1,0,0,0,0,0
"harassingme",0,0,0,1,0,0,0,0,0
"harassive",0,0,0,1,0,0,0,0,0
"harassment",18,76,261,845,7,107,55,40,44
"harassments",0,0,0,2,0,0,0,0,0
"harassnment",0,0,0,2,0,0,0,0,0
"harasting",0,0,0,1,0,0,0,0,0
"harbor",1,1,5,2,1,4,0,0,0
"harboring",1,0,0,0,0,0,0,0,0
"harborone",0,0,0,0,0,4,0,0,0
"harboronemortgage",0,0,0,0,0,1,0,0,0
"hard",302,883,5620,443,137,698,150,142,195
"hardball",0,1,0,1,0,1,0,0,0
"hardcoded",0,2,0,0,1,0,0,0,0
"hardcopies",0,0,4,0,0,1,0,2,0
"hardcopy",2,6,4,1,0,0,1,1,2
"hardcore",0,1,6,0,0,0,1,0,2
"harden",0,0,0,1,0,0,0,0,0
"harder",3,1,3,2,0,6,0,3,2
"hardest",0,2,0,1,0,4,0,0,0
